Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,SUBTLCD,Lg10WF,Lg10CD
Pomona,28,19,0,0,0.55,0.23,1.4624,1.301
pomp,20,18,16,15,0.39,0.21,1.3222,1.2788
Pompadour,17,8,4,4,0.33,0.1,1.2553,0.9542
Pompano,6,4,2,1,0.12,0.05,0.8451,0.699
Pompeii,17,15,1,1,0.33,0.18,1.2553,1.2041
Pompey,36,3,0,0,0.71,0.04,1.5682,0.6021
pompom,7,7,7,7,0.14,0.08,0.9031,0.9031
pompoms,16,14,14,13,0.31,0.17,1.2304,1.1761
pompons,4,3,4,3,0.08,0.04,0.699,0.6021
Pompoon,11,1,0,0,0.22,0.01,1.0792,0.301
pomposity,4,4,4,4,0.08,0.05,0.699,0.699
Pomposo,3,1,0,0,0.06,0.01,0.6021,0.301
pompous,122,96,111,92,2.39,1.14,2.0899,1.9868
pomps,3,3,3,3,0.06,0.04,0.6021,0.6021
poms,2,2,2,2,0.04,0.02,0.4771,0.4771
Pon,17,11,7,6,0.33,0.13,1.2553,1.0792
ponce,25,21,14,11,0.49,0.25,1.415,1.3424
poncey,5,5,5,5,0.1,0.06,0.7782,0.7782
poncho,44,28,24,19,0.86,0.33,1.6532,1.4624
Ponchos,7,5,3,3,0.14,0.06,0.9031,0.7782
pond,323,207,269,182,6.33,2.47,2.5105,2.3181
ponder,56,49,44,40,1.1,0.58,1.7559,1.699
pondered,23,19,23,19,0.45,0.23,1.3802,1.301
pondering,29,22,26,20,0.57,0.26,1.4771,1.3617
Ponderosa,10,7,1,1,0.2,0.08,1.0414,0.9031
ponderous,11,11,11,11,0.22,0.13,1.0792,1.0792
ponders,6,6,6,6,0.12,0.07,0.8451,0.8451
ponds,21,12,21,12,0.41,0.14,1.3424,1.1139
pone,5,5,5,5,0.1,0.06,0.7782,0.7782
Pong,82,34,18,16,1.61,0.41,1.9191,1.5441
Pongo,130,9,0,0,2.55,0.11,2.1173,1
ponied,3,3,3,3,0.06,0.04,0.6021,0.6021
ponies,142,85,139,83,2.78,1.01,2.1553,1.9345
pons,4,4,2,2,0.08,0.05,0.699,0.699
Pont,9,7,0,0,0.18,0.08,1,0.9031
Pontiac,44,33,0,0,0.86,0.39,1.6532,1.5315
pontifex,2,2,1,1,0.04,0.02,0.4771,0.4771
Pontiff,3,3,1,1,0.06,0.04,0.6021,0.6021
pontificate,2,2,2,2,0.04,0.02,0.4771,0.4771
pontificating,4,3,4,3,0.08,0.04,0.699,0.6021
Pontius,16,10,0,0,0.31,0.12,1.2304,1.0414
Ponton,54,2,0,0,1.06,0.02,1.7404,0.4771
pontoon,14,7,13,7,0.27,0.08,1.1761,0.9031
pontoons,6,5,5,5,0.12,0.06,0.8451,0.7782
pony,413,261,332,225,8.1,3.11,2.617,2.4183
ponytail,51,38,43,34,1,0.45,1.716,1.5911
ponytails,4,4,4,4,0.08,0.05,0.699,0.699
poo,102,57,92,52,2,0.68,2.0128,1.7634
pooch,66,48,57,45,1.29,0.57,1.8261,1.6902
pooches,6,3,6,3,0.12,0.04,0.8451,0.6021
poodle,145,97,116,87,2.84,1.16,2.1644,1.9912
poodles,39,33,30,27,0.76,0.39,1.6021,1.5315
pooed,2,2,2,2,0.04,0.02,0.4771,0.4771
poof,110,83,78,66,2.16,0.99,2.0453,1.9243
poofs,8,7,6,5,0.16,0.08,0.9542,0.9031
poofter,4,4,4,4,0.08,0.05,0.699,0.699
poofters,3,3,3,3,0.06,0.04,0.6021,0.6021
Pooh,243,48,35,20,4.76,0.57,2.3874,1.6902
Pook,3,3,1,1,0.06,0.04,0.6021,0.6021
Pooka,24,2,10,1,0.47,0.02,1.3979,0.4771
pool,2396,1200,2311,1180,46.98,14.31,3.3797,3.0795
pooled,14,11,12,10,0.27,0.13,1.1761,1.0792
Pooler,3,1,0,0,0.06,0.01,0.6021,0.301
pooling,24,17,23,16,0.47,0.2,1.3979,1.2553
poolroom,18,11,18,11,0.35,0.13,1.2788,1.0792
poolrooms,4,4,4,4,0.08,0.05,0.699,0.699
pools,118,90,114,88,2.31,1.07,2.0755,1.959
poolside,12,12,11,11,0.24,0.14,1.1139,1.1139
Poon,32,19,10,9,0.63,0.23,1.5185,1.301
poop,285,178,234,155,5.59,2.12,2.4564,2.2529
pooped,64,56,63,55,1.25,0.67,1.8129,1.7559
pooping,9,8,9,8,0.18,0.1,1,0.9542
poops,17,15,14,14,0.33,0.18,1.2553,1.2041
poopsie,20,8,10,6,0.39,0.1,1.3222,0.9542
poor,6583,3224,4713,2608,129.08,38.44,3.8185,3.5085
poorer,75,60,75,60,1.47,0.72,1.8808,1.7853
poorest,33,28,31,27,0.65,0.33,1.5315,1.4624
poorhouse,13,12,13,12,0.25,0.14,1.1461,1.1139
poorhouses,2,2,2,2,0.04,0.02,0.4771,0.4771
poorly,133,122,128,117,2.61,1.45,2.1271,2.0899
Poot,12,2,0,0,0.24,0.02,1.1139,0.4771
pooty,3,1,3,1,0.06,0.01,0.6021,0.301
Pop,3441,1548,1595,1163,67.47,18.45,3.5368,3.1901
popcorn,465,309,393,279,9.12,3.68,2.6684,2.4914
Pope,546,246,142,76,10.71,2.93,2.738,2.3927
popery,2,2,2,2,0.04,0.02,0.4771,0.4771
popes,15,14,10,10,0.29,0.17,1.2041,1.1761
Popeye,80,51,0,0,1.57,0.61,1.9085,1.716
popgun,11,8,11,8,0.22,0.1,1.0792,0.9542
popinjay,10,9,8,8,0.2,0.11,1.0414,1
popinjays,2,2,2,2,0.04,0.02,0.4771,0.4771
poplar,13,10,7,6,0.25,0.12,1.1461,1.0414
Poplin,3,3,1,1,0.06,0.04,0.6021,0.6021
popliteal,8,8,8,8,0.16,0.1,0.9542,0.9542
Popover,2,1,0,0,0.04,0.01,0.4771,0.301
popovers,7,4,5,4,0.14,0.05,0.9031,0.699
Poppa,45,20,13,10,0.88,0.24,1.6628,1.3222
popped,404,352,394,342,7.92,4.2,2.6075,2.5478
popper,20,14,10,9,0.39,0.17,1.3222,1.1761
poppers,26,21,18,17,0.51,0.25,1.4314,1.3424
poppet,17,9,15,9,0.33,0.11,1.2553,1
poppets,5,2,4,2,0.1,0.02,0.7782,0.4771
poppies,17,13,12,11,0.33,0.15,1.2553,1.1461
poppin,47,35,37,28,0.92,0.42,1.6812,1.5563
popping,275,244,257,231,5.39,2.91,2.4409,2.3892
Poppy,202,61,39,30,3.96,0.73,2.3075,1.7924
poppycock,22,21,11,11,0.43,0.25,1.3617,1.3424
pops,598,374,331,271,11.73,4.46,2.7774,2.574
Popsicle,82,58,33,26,1.61,0.69,1.9191,1.7709
Popsy,5,1,0,0,0.1,0.01,0.7782,0.301
populace,16,14,16,14,0.31,0.17,1.2304,1.1761
popular,1177,849,1119,811,23.08,10.12,3.0711,2.9294
popularised,2,2,2,2,0.04,0.02,0.4771,0.4771
popularity,149,123,140,115,2.92,1.47,2.1761,2.0934
popularized,2,2,2,2,0.04,0.02,0.4771,0.4771
popularly,3,3,3,3,0.06,0.04,0.6021,0.6021
populate,12,11,12,11,0.24,0.13,1.1139,1.0792
populated,56,48,54,46,1.1,0.57,1.7559,1.6902
populating,2,2,2,2,0.04,0.02,0.4771,0.4771
population,464,364,434,338,9.1,4.34,2.6675,2.5623
populations,19,16,19,16,0.37,0.19,1.301,1.2304
populist,4,4,4,4,0.08,0.05,0.699,0.699
populous,2,2,2,2,0.04,0.02,0.4771,0.4771
por,178,130,119,102,3.49,1.55,2.2529,2.1173
porc,2,2,1,1,0.04,0.02,0.4771,0.4771
porcelain,80,68,75,63,1.57,0.81,1.9085,1.8388
porch,491,336,480,334,9.63,4.01,2.692,2.5276
porches,9,8,9,8,0.18,0.1,1,0.9542
porcine,5,4,4,4,0.1,0.05,0.7782,0.699
porcupine,33,22,21,16,0.65,0.26,1.5315,1.3617
porcupines,14,11,11,9,0.27,0.13,1.1761,1.0792
pore,24,19,22,19,0.47,0.23,1.3979,1.301
pored,3,3,3,3,0.06,0.04,0.6021,0.6021
pores,88,56,84,53,1.73,0.67,1.9494,1.7559
Porgy,6,6,0,0,0.12,0.07,0.8451,0.8451
porifera,3,2,2,2,0.06,0.02,0.6021,0.4771
poring,9,9,9,9,0.18,0.11,1,1
pork,537,316,438,282,10.53,3.77,2.7308,2.5011
Porkchop,3,2,0,0,0.06,0.02,0.6021,0.4771
porker,31,24,25,21,0.61,0.29,1.5051,1.3979
porkers,2,1,1,1,0.04,0.01,0.4771,0.301
porkpie,4,3,3,3,0.08,0.04,0.699,0.6021
porky,30,22,15,10,0.59,0.26,1.4914,1.3617
porn,592,289,557,280,11.61,3.45,2.7731,2.4624
porno,230,123,206,115,4.51,1.47,2.3636,2.0934
pornographer,19,15,19,15,0.37,0.18,1.301,1.2041
pornographers,9,7,8,6,0.18,0.08,1,0.9031
pornographic,78,60,72,54,1.53,0.72,1.8976,1.7853
pornography,136,95,124,87,2.67,1.13,2.1367,1.9823
pornos,29,20,25,19,0.57,0.24,1.4771,1.3222
porous,15,13,14,12,0.29,0.15,1.2041,1.1461
porphyria,11,4,7,3,0.22,0.05,1.0792,0.699
porpoise,18,14,15,13,0.35,0.17,1.2788,1.1761
porpoises,7,5,7,5,0.14,0.06,0.9031,0.7782
porridge,42,27,40,26,0.82,0.32,1.6335,1.4472
port,741,382,544,312,14.53,4.55,2.8704,2.5832
Porta,6,5,2,2,0.12,0.06,0.8451,0.7782
portable,204,172,180,159,4,2.05,2.3118,2.238
portables,9,9,9,9,0.18,0.11,1,1
portage,6,4,3,2,0.12,0.05,0.8451,0.699
portal,222,109,215,108,4.35,1.3,2.3483,2.0414
portals,62,28,59,26,1.22,0.33,1.7993,1.4624
Portas,5,3,2,2,0.1,0.04,0.7782,0.6021
portcullis,4,4,4,4,0.08,0.05,0.699,0.699
porte,8,8,6,6,0.16,0.1,0.9542,0.9542
portend,3,3,3,3,0.06,0.04,0.6021,0.6021
portent,6,5,6,5,0.12,0.06,0.8451,0.7782
portentous,4,4,3,3,0.08,0.05,0.699,0.699
portents,6,5,3,3,0.12,0.06,0.8451,0.7782
Porter,795,210,106,65,15.59,2.5,2.9009,2.3243
porterhouse,34,18,17,15,0.67,0.21,1.5441,1.2788
porters,42,13,40,13,0.82,0.15,1.6335,1.1461
portfolio,104,82,104,82,2.04,0.98,2.0212,1.9191
portfolios,11,10,11,10,0.22,0.12,1.0792,1.0414
porthole,28,21,26,19,0.55,0.25,1.4624,1.3424
portholes,5,4,5,4,0.1,0.05,0.7782,0.699
Portia,77,12,0,0,1.51,0.14,1.8921,1.1139
Portico,16,3,2,2,0.31,0.04,1.2304,0.6021
portion,221,202,220,201,4.33,2.41,2.3464,2.3075
portions,50,47,50,47,0.98,0.56,1.7076,1.6812
Portland,181,93,2,2,3.55,1.11,2.2601,1.9731
portly,8,8,7,7,0.16,0.1,0.9542,0.9542
Portman,55,9,0,0,1.08,0.11,1.7482,1
portmanteau,2,2,2,2,0.04,0.02,0.4771,0.4771
Porto,8,6,0,0,0.16,0.07,0.9542,0.8451
portrait,277,192,252,176,5.43,2.29,2.444,2.2856
portraits,68,60,65,57,1.33,0.72,1.8388,1.7853
portraiture,5,5,3,3,0.1,0.06,0.7782,0.7782
portray,43,34,43,34,0.84,0.41,1.6435,1.5441
portrayal,18,17,18,17,0.35,0.2,1.2788,1.2553
portrayals,2,2,2,2,0.04,0.02,0.4771,0.4771
portrayed,30,29,30,29,0.59,0.35,1.4914,1.4771
portraying,17,14,17,14,0.33,0.17,1.2553,1.1761
portrays,6,6,6,6,0.12,0.07,0.8451,0.8451
ports,95,73,94,72,1.86,0.87,1.9823,1.8692
portside,19,13,15,11,0.37,0.15,1.301,1.1461
Portugal,68,43,3,1,1.33,0.51,1.8388,1.6435
Portuguese,124,69,0,0,2.43,0.82,2.0969,1.8451
Pos,16,13,6,4,0.31,0.15,1.2304,1.1461
posada,4,2,3,1,0.08,0.02,0.699,0.4771
pose,347,256,329,247,6.8,3.05,2.5416,2.4099
posed,112,98,109,96,2.2,1.17,2.0531,1.9956
Poseidon,29,18,0,0,0.57,0.21,1.4771,1.2788
poser,17,15,17,15,0.33,0.18,1.2553,1.2041
posers,17,16,13,12,0.33,0.19,1.2553,1.2304
poses,91,83,88,80,1.78,0.99,1.9638,1.9243
poseur,5,5,4,4,0.1,0.06,0.7782,0.7782
poseurs,5,5,5,5,0.1,0.06,0.7782,0.7782
Posey,28,2,0,0,0.55,0.02,1.4624,0.4771
posh,65,50,43,35,1.27,0.6,1.8195,1.7076
posies,15,13,13,12,0.29,0.15,1.2041,1.1461
posing,165,143,156,134,3.24,1.7,2.2201,2.1584
posit,6,5,4,4,0.12,0.06,0.8451,0.7782
posited,2,2,2,2,0.04,0.02,0.4771,0.4771
position,3676,2191,3613,2171,72.08,26.12,3.5655,3.3408
positional,7,7,5,5,0.14,0.08,0.9031,0.9031
positioned,32,31,31,30,0.63,0.37,1.5185,1.5051
positioning,43,40,38,35,0.84,0.48,1.6435,1.6128
positions,489,356,468,347,9.59,4.24,2.6902,2.5527
positive,1613,1170,1375,1014,31.63,13.95,3.2079,3.0686
positively,310,278,248,224,6.08,3.31,2.4928,2.4456
positives,9,9,9,9,0.18,0.11,1,1
positivity,12,9,9,7,0.24,0.11,1.1139,1
positron,2,1,2,1,0.04,0.01,0.4771,0.301
posits,2,2,2,2,0.04,0.02,0.4771,0.4771
poss,7,7,7,7,0.14,0.08,0.9031,0.9031
posse,221,111,213,109,4.33,1.32,2.3464,2.0492
posses,11,11,8,8,0.22,0.13,1.0792,1.0792
possess,280,226,276,226,5.49,2.69,2.4487,2.356
possessed,340,266,332,263,6.67,3.17,2.5328,2.4265
possesses,68,62,66,61,1.33,0.74,1.8388,1.7993
possessing,36,35,31,30,0.71,0.42,1.5682,1.5563
possession,680,522,630,493,13.33,6.22,2.8331,2.7185
possessions,171,147,170,146,3.35,1.75,2.2355,2.1703
possessive,65,59,62,57,1.27,0.7,1.8195,1.7782
possessiveness,3,3,3,3,0.06,0.04,0.6021,0.6021
possessor,10,10,10,10,0.2,0.12,1.0414,1.0414
possessory,2,2,2,2,0.04,0.02,0.4771,0.4771
possibilities,386,294,374,290,7.57,3.51,2.5877,2.4698
possibility,1035,825,1020,815,20.29,9.84,3.0154,2.917
possible,5816,3373,5634,3317,114.04,40.21,3.7647,3.5281
possibles,12,11,12,11,0.24,0.13,1.1139,1.0792
possibly,2494,1819,2137,1622,48.9,21.69,3.3971,3.2601
possie,3,1,3,1,0.06,0.01,0.6021,0.301
possum,105,54,60,45,2.06,0.64,2.0253,1.7404
possums,7,7,5,5,0.14,0.08,0.9031,0.9031
post,1654,1005,1205,835,32.43,11.98,3.2188,3.0026
postage,48,42,46,41,0.94,0.5,1.6902,1.6335
postal,96,73,80,65,1.88,0.87,1.9868,1.8692
postcard,211,172,207,170,4.14,2.05,2.3263,2.238
postcards,106,86,102,82,2.08,1.03,2.0294,1.9395
postcoital,2,2,2,2,0.04,0.02,0.4771,0.4771
postdated,2,2,2,2,0.04,0.02,0.4771,0.4771
postdoctoral,3,3,3,3,0.06,0.04,0.6021,0.6021
postdoctorate,2,2,2,2,0.04,0.02,0.4771,0.4771
posted,367,327,363,325,7.2,3.9,2.5658,2.5159
poster,305,218,299,213,5.98,2.6,2.4857,2.3404
posterior,31,31,30,30,0.61,0.37,1.5051,1.5051
posteriori,2,2,2,2,0.04,0.02,0.4771,0.4771
posteriorly,3,3,3,3,0.06,0.04,0.6021,0.6021
posterity,33,31,30,28,0.65,0.37,1.5315,1.5051
posters,154,131,147,126,3.02,1.56,2.1903,2.1206
postgraduate,12,10,12,10,0.24,0.12,1.1139,1.0414
posthaste,12,12,9,9,0.24,0.14,1.1139,1.1139
posthole,4,1,4,1,0.08,0.01,0.699,0.301
posthumous,13,10,12,9,0.25,0.12,1.1461,1.0414
posthumously,10,10,7,7,0.2,0.12,1.0414,1.0414
posthypnotic,6,6,4,4,0.12,0.07,0.8451,0.8451
posting,53,47,50,44,1.04,0.56,1.7324,1.6812
postings,13,12,13,12,0.25,0.14,1.1461,1.1139
postman,128,66,98,55,2.51,0.79,2.1106,1.8261
postmark,19,18,18,17,0.37,0.21,1.301,1.2788
postmarked,12,12,10,10,0.24,0.14,1.1139,1.1139
postmarks,5,5,5,5,0.1,0.06,0.7782,0.7782
postmaster,17,12,11,8,0.33,0.14,1.2553,1.1139
postmen,5,5,3,3,0.1,0.06,0.7782,0.7782
postmeridian,2,2,2,2,0.04,0.02,0.4771,0.4771
postmodern,14,12,13,11,0.27,0.14,1.1761,1.1139
postmodernist,2,2,1,1,0.04,0.02,0.4771,0.4771
Postmodernists,2,2,0,0,0.04,0.02,0.4771,0.4771
postmortem,67,60,57,52,1.31,0.72,1.8325,1.7853
postmortems,2,2,2,2,0.04,0.02,0.4771,0.4771
postnasal,2,2,2,2,0.04,0.02,0.4771,0.4771
postnatal,3,3,2,2,0.06,0.04,0.6021,0.6021
postoperative,6,5,5,4,0.12,0.06,0.8451,0.7782
postpartum,19,12,17,10,0.37,0.14,1.301,1.1139
postpone,199,166,181,159,3.9,1.98,2.301,2.2227
postponed,102,90,97,88,2,1.07,2.0128,1.959
postponement,26,21,25,21,0.51,0.25,1.4314,1.3424
postpones,2,2,2,2,0.04,0.02,0.4771,0.4771
postponing,38,35,34,31,0.75,0.42,1.5911,1.5563
postprandial,3,3,3,3,0.06,0.04,0.6021,0.6021
postrider,2,1,2,1,0.04,0.01,0.4771,0.301
posts,141,111,141,111,2.76,1.32,2.1523,2.0492
postscript,16,14,12,10,0.31,0.17,1.2304,1.1761
posttraumatic,8,8,7,7,0.16,0.1,0.9542,0.9542
postulants,3,1,2,1,0.06,0.01,0.6021,0.301
postulate,3,3,3,3,0.06,0.04,0.6021,0.6021
postulated,5,5,5,5,0.1,0.06,0.7782,0.7782
postulating,3,3,3,3,0.06,0.04,0.6021,0.6021
postural,6,6,6,6,0.12,0.07,0.8451,0.8451
posture,88,79,86,78,1.73,0.94,1.9494,1.9031
postures,7,6,7,6,0.14,0.07,0.9031,0.8451
posturing,17,17,16,16,0.33,0.2,1.2553,1.2553
postwar,15,13,13,11,0.29,0.15,1.2041,1.1461
posy,9,9,9,9,0.18,0.11,1,1
pot,1149,763,1084,736,22.53,9.1,3.0607,2.8831
potable,6,4,6,4,0.12,0.05,0.8451,0.699
potables,2,1,1,1,0.04,0.01,0.4771,0.301
potage,4,4,4,4,0.08,0.05,0.699,0.699
potash,6,3,5,2,0.12,0.04,0.8451,0.6021
potassium,84,64,71,58,1.65,0.76,1.9294,1.8129
potations,2,2,2,2,0.04,0.02,0.4771,0.4771
potato,576,385,498,347,11.29,4.59,2.7612,2.5866
potatoes,566,405,516,371,11.1,4.83,2.7536,2.6085
potbellied,8,8,8,8,0.16,0.1,0.9542,0.9542
potbelly,5,5,5,5,0.1,0.06,0.7782,0.7782
potency,24,24,23,23,0.47,0.29,1.3979,1.3979
potent,76,65,75,65,1.49,0.77,1.8865,1.8195
potentate,12,11,12,11,0.24,0.13,1.1139,1.0792
potential,960,748,925,729,18.82,8.92,2.9827,2.8745
potentialities,7,7,7,7,0.14,0.08,0.9031,0.9031
potentiality,2,1,2,1,0.04,0.01,0.4771,0.301
potentially,171,152,158,140,3.35,1.81,2.2355,2.1847
potentials,25,12,20,8,0.49,0.14,1.415,1.1139
potful,2,2,2,2,0.04,0.02,0.4771,0.4771
pothead,21,21,19,19,0.41,0.25,1.3424,1.3424
potheads,12,10,12,10,0.24,0.12,1.1139,1.0414
potholders,12,7,12,7,0.24,0.08,1.1139,0.9031
pothole,25,17,23,15,0.49,0.2,1.415,1.2553
potholes,24,22,23,22,0.47,0.26,1.3979,1.3617
potion,380,112,343,110,7.45,1.34,2.5809,2.0531
potions,58,48,50,43,1.14,0.57,1.7709,1.6902
potluck,22,18,22,18,0.43,0.21,1.3617,1.2788
potlucks,4,4,3,3,0.08,0.05,0.699,0.699
Potomac,21,20,0,0,0.41,0.24,1.3424,1.3222
potpie,10,6,8,5,0.2,0.07,1.0414,0.8451
potpourri,24,17,23,17,0.47,0.2,1.3979,1.2553
Potrero,3,2,0,0,0.06,0.02,0.6021,0.4771
pots,181,136,163,127,3.55,1.62,2.2601,2.1367
potshot,7,6,7,6,0.14,0.07,0.9031,0.8451
potshots,7,7,7,7,0.14,0.08,0.9031,0.9031
Potsie,9,6,0,0,0.18,0.07,1,0.8451
potsy,3,3,2,2,0.06,0.04,0.6021,0.6021
potted,24,21,22,20,0.47,0.25,1.3979,1.3424
Potter,1039,255,25,18,20.37,3.04,3.017,2.4082
Potters,22,10,3,2,0.43,0.12,1.3617,1.0414
pottery,94,61,74,47,1.84,0.73,1.9777,1.7924
Potti,2,1,0,0,0.04,0.01,0.4771,0.301
potties,3,2,2,1,0.06,0.02,0.6021,0.4771
potting,10,7,9,6,0.2,0.08,1.0414,0.9031
potty,86,67,73,58,1.69,0.8,1.9395,1.8325
Potus,3,2,0,0,0.06,0.02,0.6021,0.4771
pouch,87,57,87,57,1.71,0.68,1.9445,1.7634
pouched,2,2,2,2,0.04,0.02,0.4771,0.4771
pouches,8,8,8,8,0.16,0.1,0.9542,0.9542
poulet,9,6,5,5,0.18,0.07,1,0.8451
poulterers,2,2,1,1,0.04,0.02,0.4771,0.4771
poultice,15,12,15,12,0.29,0.14,1.2041,1.1139
poultry,51,42,46,40,1,0.5,1.716,1.6335
pounce,56,48,52,47,1.1,0.57,1.7559,1.6902
pounced,9,8,9,8,0.18,0.1,1,0.9542
pounces,4,4,4,4,0.08,0.05,0.699,0.699
pouncing,6,5,4,3,0.12,0.06,0.8451,0.7782
pouncy,4,1,4,1,0.08,0.01,0.699,0.301
pound,708,493,671,475,13.88,5.88,2.8506,2.6937
poundage,4,3,3,2,0.08,0.04,0.699,0.6021
poundcake,3,3,2,2,0.06,0.04,0.6021,0.6021
pounded,44,43,43,42,0.86,0.51,1.6532,1.6435
pounder,12,11,8,7,0.24,0.13,1.1139,1.0792
pounders,2,2,2,2,0.04,0.02,0.4771,0.4771
pounding,310,256,292,245,6.08,3.05,2.4928,2.4099
pounds,1595,992,1584,987,31.27,11.83,3.203,2.9969
pour,771,604,577,479,15.12,7.2,2.8876,2.7818
poured,222,199,212,195,4.35,2.37,2.3483,2.301
pourer,4,2,4,2,0.08,0.02,0.699,0.4771
pouring,302,276,291,268,5.92,3.29,2.4814,2.4425
Pourquoi,8,8,2,2,0.16,0.1,0.9542,0.9542
pours,76,69,75,68,1.49,0.82,1.8865,1.8451
poussin,2,2,1,1,0.04,0.02,0.4771,0.4771
pout,55,48,52,46,1.08,0.57,1.7482,1.6902
pouted,4,4,4,4,0.08,0.05,0.699,0.699
pouter,2,2,2,2,0.04,0.02,0.4771,0.4771
pouting,47,40,45,38,0.92,0.48,1.6812,1.6128
pouts,5,5,5,5,0.1,0.06,0.7782,0.7782
pouty,29,24,28,23,0.57,0.29,1.4771,1.3979
poverty,221,166,204,153,4.33,1.98,2.3464,2.2227
Pow,169,107,68,51,3.31,1.28,2.2304,2.0334
powder,818,522,725,490,16.04,6.22,2.9133,2.7185
powdered,107,82,91,74,2.1,0.98,2.0334,1.9191
powdering,10,10,9,9,0.2,0.12,1.0414,1.0414
powders,20,17,20,17,0.39,0.2,1.3222,1.2553
powdery,5,5,5,5,0.1,0.06,0.7782,0.7782
power,7600,2980,7049,2854,149.02,35.53,3.8809,3.4744
powerboat,4,4,4,4,0.08,0.05,0.699,0.699
powered,70,55,66,51,1.37,0.66,1.8513,1.7482
powerful,1791,1218,1736,1198,35.12,14.52,3.2533,3.086
powerfully,8,8,7,7,0.16,0.1,0.9542,0.9542
powerhouse,28,25,23,20,0.55,0.3,1.4624,1.415
powerhouses,3,3,3,3,0.06,0.04,0.6021,0.6021
powering,40,32,31,27,0.78,0.38,1.6128,1.5185
powerless,192,176,183,169,3.76,2.1,2.2856,2.248
powerlessness,4,4,4,4,0.08,0.05,0.699,0.699
powermonger,2,2,1,1,0.04,0.02,0.4771,0.4771
powers,1826,675,1499,620,35.8,8.05,3.2617,2.8299
Pows,36,10,0,0,0.71,0.12,1.5682,1.0414
powwow,34,28,32,26,0.67,0.33,1.5441,1.4624
pox,75,54,74,53,1.47,0.64,1.8808,1.7404
poxy,12,8,12,8,0.24,0.1,1.1139,0.9542
poy,2,1,1,1,0.04,0.01,0.4771,0.301
ppl,7,1,7,1,0.14,0.01,0.9031,0.301
Pps,6,4,0,0,0.12,0.05,0.8451,0.699
Pq,3,3,0,0,0.06,0.04,0.6021,0.6021
Pr,133,84,31,7,2.61,1,2.1271,1.9294
practical,577,454,545,434,11.31,5.41,2.7619,2.658
practicalities,3,3,3,3,0.06,0.04,0.6021,0.6021
practicality,7,7,6,6,0.14,0.08,0.9031,0.9031
practically,1165,958,1044,872,22.84,11.42,3.0667,2.9818
practice,2330,1456,2206,1409,45.69,17.36,3.3675,3.1635
practiced,170,153,165,149,3.33,1.82,2.233,2.1875
practices,116,93,109,88,2.27,1.11,2.0682,1.9731
practicing,504,424,466,399,9.88,5.05,2.7033,2.6284
practise,189,114,169,105,3.71,1.36,2.2788,2.0607
practised,29,25,29,25,0.57,0.3,1.4771,1.415
practises,8,6,8,6,0.16,0.07,0.9542,0.8451
practising,104,71,94,68,2.04,0.85,2.0212,1.8573
practitioner,43,38,41,36,0.84,0.45,1.6435,1.5911
practitioners,12,11,12,11,0.24,0.13,1.1139,1.0792
Prado,46,7,0,0,0.9,0.08,1.6721,0.9031
praecox,10,6,10,6,0.2,0.07,1.0414,0.8451
Praetor,14,3,3,2,0.27,0.04,1.1761,0.6021
Praetorian,10,6,1,1,0.2,0.07,1.0414,0.8451
pragmatic,30,25,29,24,0.59,0.3,1.4914,1.415
pragmatically,3,3,2,2,0.06,0.04,0.6021,0.6021
pragmatism,11,9,10,8,0.22,0.11,1.0792,1
pragmatist,9,8,8,8,0.18,0.1,1,0.9542
Prague,116,61,1,1,2.27,0.73,2.0682,1.7924
prairie,143,84,90,60,2.8,1,2.1584,1.9294
prairies,8,8,7,7,0.16,0.1,0.9542,0.9542
Praise,482,284,211,165,9.45,3.39,2.6839,2.4548
praised,87,78,84,76,1.71,0.93,1.9445,1.8976
praises,52,47,52,47,1.02,0.56,1.7243,1.6812
praiseworthy,4,4,4,4,0.08,0.05,0.699,0.699
praising,23,21,20,18,0.45,0.25,1.3802,1.3424
praline,14,8,9,7,0.27,0.1,1.1761,0.9542
pralines,7,5,4,3,0.14,0.06,0.9031,0.7782
pram,11,7,11,7,0.22,0.08,1.0792,0.9031
prance,39,25,36,24,0.76,0.3,1.6021,1.415
pranced,2,2,2,2,0.04,0.02,0.4771,0.4771
Prancer,14,7,2,1,0.27,0.08,1.1761,0.9031
prancing,46,41,41,36,0.9,0.49,1.6721,1.6232
pranging,2,2,2,2,0.04,0.02,0.4771,0.4771
prank,204,152,199,151,4,1.81,2.3118,2.1847
pranked,3,3,3,3,0.06,0.04,0.6021,0.6021
pranks,53,41,49,39,1.04,0.49,1.7324,1.6232
prankster,11,10,10,9,0.22,0.12,1.0792,1.0414
pranksters,8,7,7,6,0.16,0.08,0.9542,0.9031
praseodymium,2,2,2,2,0.04,0.02,0.4771,0.4771
prat,19,12,12,10,0.37,0.14,1.301,1.1139
prate,2,2,2,2,0.04,0.02,0.4771,0.4771
Prater,3,2,0,0,0.06,0.02,0.6021,0.4771
pratfall,3,3,2,2,0.06,0.04,0.6021,0.6021
pratfalls,6,5,6,5,0.12,0.06,0.8451,0.7782
prating,2,2,2,2,0.04,0.02,0.4771,0.4771
prattle,19,18,18,18,0.37,0.21,1.301,1.2788
prattles,4,4,4,4,0.08,0.05,0.699,0.699
prattling,16,13,16,13,0.31,0.15,1.2304,1.1461
prawn,26,14,18,9,0.51,0.17,1.4314,1.1761
