Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,SUBTLCD,Lg10WF,Lg10CD
tranquillizer,10,7,8,6,0.2,0.08,1.0414,0.9031
tranquillizers,6,6,6,6,0.12,0.07,0.8451,0.8451
Trans,60,37,10,6,1.18,0.44,1.7853,1.5798
transact,11,10,11,10,0.22,0.12,1.0792,1.0414
transacted,9,7,9,7,0.18,0.08,1,0.9031
transacting,2,2,2,2,0.04,0.02,0.4771,0.4771
transaction,150,121,145,120,2.94,1.44,2.179,2.0864
transactions,56,50,55,50,1.1,0.6,1.7559,1.7076
transatlantic,32,23,24,19,0.63,0.27,1.5185,1.3802
transaxle,2,2,2,2,0.04,0.02,0.4771,0.4771
transceiver,49,20,45,20,0.96,0.24,1.699,1.3222
transceivers,2,2,2,2,0.04,0.02,0.4771,0.4771
transcend,24,17,24,17,0.47,0.2,1.3979,1.2553
transcended,9,9,9,9,0.18,0.11,1,1
transcendence,5,4,4,3,0.1,0.05,0.7782,0.699
transcendent,21,18,19,17,0.41,0.21,1.3424,1.2788
transcendental,7,7,4,4,0.14,0.08,0.9031,0.9031
transcendentalism,2,1,1,1,0.04,0.01,0.4771,0.301
transcending,4,4,4,4,0.08,0.05,0.699,0.699
transcends,23,22,23,22,0.45,0.26,1.3802,1.3617
transcontinental,16,13,11,10,0.31,0.15,1.2304,1.1461
transcribe,6,6,6,6,0.12,0.07,0.8451,0.8451
transcribed,14,11,13,10,0.27,0.13,1.1761,1.0792
transcriber,3,3,3,3,0.06,0.04,0.6021,0.6021
transcribing,6,6,6,6,0.12,0.07,0.8451,0.8451
Transcript,705,615,106,88,13.82,7.33,2.8488,2.7896
transcription,33,29,29,26,0.65,0.35,1.5315,1.4771
transcriptions,2,2,2,2,0.04,0.02,0.4771,0.4771
transcripts,78,66,62,51,1.53,0.79,1.8976,1.8261
transducer,10,7,9,7,0.2,0.08,1.0414,0.9031
transducers,2,1,2,1,0.04,0.01,0.4771,0.301
transect,4,4,4,4,0.08,0.05,0.699,0.699
transected,10,9,8,7,0.2,0.11,1.0414,1
transection,4,4,4,4,0.08,0.05,0.699,0.699
transfer,1048,677,967,643,20.55,8.07,3.0208,2.8312
transferable,4,4,3,3,0.08,0.05,0.699,0.699
transference,44,32,37,31,0.86,0.38,1.6532,1.5185
transferred,599,466,580,458,11.75,5.56,2.7782,2.6693
transferring,120,111,105,97,2.35,1.32,2.0828,2.0492
transfers,64,58,60,54,1.25,0.69,1.8129,1.7709
transfigured,3,3,3,3,0.06,0.04,0.6021,0.6021
transfixed,2,2,2,2,0.04,0.02,0.4771,0.4771
transform,112,89,98,85,2.2,1.06,2.0531,1.9542
transformation,101,77,92,74,1.98,0.92,2.0086,1.8921
transformations,8,8,8,8,0.16,0.1,0.9542,0.9542
transformed,101,92,100,91,1.98,1.1,2.0086,1.9685
transformer,27,19,24,16,0.53,0.23,1.4472,1.301
Transformers,26,10,6,5,0.51,0.12,1.4314,1.0414
transforming,30,29,28,27,0.59,0.35,1.4914,1.4771
transforms,21,21,21,21,0.41,0.25,1.3424,1.3424
transfuse,15,8,12,8,0.29,0.1,1.2041,0.9542
transfuser,2,2,2,2,0.04,0.02,0.4771,0.4771
transfusion,78,64,76,62,1.53,0.76,1.8976,1.8129
transfusions,27,25,26,24,0.53,0.3,1.4472,1.415
transgender,4,3,4,3,0.08,0.04,0.699,0.6021
transgendered,3,3,3,3,0.06,0.04,0.6021,0.6021
transgenders,2,2,2,2,0.04,0.02,0.4771,0.4771
transgenic,4,4,4,4,0.08,0.05,0.699,0.699
transgress,7,6,6,5,0.14,0.07,0.9031,0.8451
transgressed,5,3,5,3,0.1,0.04,0.7782,0.6021
transgression,25,17,24,17,0.49,0.2,1.415,1.2553
transgressions,16,14,16,14,0.31,0.17,1.2304,1.1761
transgressive,2,2,2,2,0.04,0.02,0.4771,0.4771
transgressor,4,4,4,4,0.08,0.05,0.699,0.699
transgressors,5,5,5,5,0.1,0.06,0.7782,0.7782
transience,2,1,2,1,0.04,0.01,0.4771,0.301
transient,52,41,48,39,1.02,0.49,1.7243,1.6232
transients,13,9,13,9,0.25,0.11,1.1461,1
transilluminator,4,1,3,1,0.08,0.01,0.699,0.301
transistor,30,18,23,17,0.59,0.21,1.4914,1.2788
transistorised,2,2,2,2,0.04,0.02,0.4771,0.4771
transistors,10,8,10,8,0.2,0.1,1.0414,0.9542
transit,162,107,133,92,3.18,1.28,2.2122,2.0334
transited,3,2,3,2,0.06,0.02,0.6021,0.4771
transiting,4,4,3,3,0.08,0.05,0.699,0.699
transition,159,136,155,135,3.12,1.62,2.2041,2.1367
transitional,23,22,23,22,0.45,0.26,1.3802,1.3617
transitioned,3,2,2,2,0.06,0.02,0.6021,0.4771
transitions,10,9,8,7,0.2,0.11,1.0414,1
transitive,6,5,6,5,0.12,0.06,0.8451,0.7782
transitory,12,9,10,9,0.24,0.11,1.1139,1
transits,2,1,2,1,0.04,0.01,0.4771,0.301
translate,246,187,211,169,4.82,2.23,2.3927,2.2742
translated,127,110,104,89,2.49,1.31,2.1072,2.0453
translates,74,39,61,37,1.45,0.46,1.8751,1.6021
translating,67,47,54,45,1.31,0.56,1.8325,1.6812
translation,239,206,122,110,4.69,2.46,2.3802,2.316
translations,22,14,22,14,0.43,0.17,1.3617,1.1761
translator,115,77,106,71,2.25,0.92,2.0645,1.8921
translators,13,12,11,10,0.25,0.14,1.1461,1.1139
translucent,13,12,12,11,0.25,0.14,1.1461,1.1139
transmigration,4,3,4,3,0.08,0.04,0.699,0.6021
transmission,435,264,408,249,8.53,3.15,2.6395,2.4232
transmissions,83,65,79,62,1.63,0.77,1.9243,1.8195
transmit,146,104,129,95,2.86,1.24,2.1673,2.0212
transmits,21,19,20,19,0.41,0.23,1.3424,1.301
transmittable,2,2,2,2,0.04,0.02,0.4771,0.4771
transmitted,102,87,100,86,2,1.04,2.0128,1.9445
transmitter,205,135,197,132,4.02,1.61,2.3139,2.1335
transmitters,36,26,35,25,0.71,0.31,1.5682,1.4314
transmitting,99,74,84,67,1.94,0.88,2,1.8751
transmogrification,3,2,3,2,0.06,0.02,0.6021,0.4771
transmutations,2,2,2,2,0.04,0.02,0.4771,0.4771
transmute,3,3,2,2,0.06,0.04,0.6021,0.6021
transnational,4,4,3,3,0.08,0.05,0.699,0.699
transoceanic,2,2,2,2,0.04,0.02,0.4771,0.4771
transom,6,5,6,5,0.12,0.06,0.8451,0.7782
transorbital,2,2,2,2,0.04,0.02,0.4771,0.4771
transpacific,2,1,2,1,0.04,0.01,0.4771,0.301
transparencies,2,2,2,2,0.04,0.02,0.4771,0.4771
transparency,5,5,5,5,0.1,0.06,0.7782,0.7782
transparent,92,86,90,85,1.8,1.03,1.9685,1.9395
transparently,4,4,3,3,0.08,0.05,0.699,0.699
transpersonal,2,2,2,2,0.04,0.02,0.4771,0.4771
transpire,5,4,4,4,0.1,0.05,0.7782,0.699
transpired,21,20,21,20,0.41,0.24,1.3424,1.3222
transpires,4,4,4,4,0.08,0.05,0.699,0.699
transpiring,2,2,2,2,0.04,0.02,0.4771,0.4771
transplant,260,135,247,132,5.1,1.61,2.4166,2.1335
transplantation,8,7,6,6,0.16,0.08,0.9542,0.9031
transplanted,14,12,14,12,0.27,0.14,1.1761,1.1139
transplanting,3,3,3,3,0.06,0.04,0.6021,0.6021
transplants,46,40,44,38,0.9,0.48,1.6721,1.6128
transponder,71,38,69,37,1.39,0.45,1.8573,1.5911
transponders,6,6,5,5,0.12,0.07,0.8451,0.8451
transport,571,373,504,339,11.2,4.45,2.7574,2.5729
transportable,2,2,2,2,0.04,0.02,0.4771,0.4771
transportation,283,248,244,222,5.55,2.96,2.4533,2.3962
transported,105,85,95,84,2.06,1.01,2.0253,1.9345
transporter,82,26,55,24,1.61,0.31,1.9191,1.4314
transporters,12,6,10,5,0.24,0.07,1.1139,0.8451
transporting,75,68,67,60,1.47,0.81,1.8808,1.8388
transports,43,32,41,30,0.84,0.38,1.6435,1.5185
transpose,4,4,4,4,0.08,0.05,0.699,0.699
transposed,6,6,6,6,0.12,0.07,0.8451,0.8451
transposition,5,5,4,4,0.1,0.06,0.7782,0.7782
transsexual,27,13,21,12,0.53,0.15,1.4472,1.1461
transsexuals,4,4,2,2,0.08,0.05,0.699,0.699
transthoracic,2,2,2,2,0.04,0.02,0.4771,0.4771
transubstantiate,2,1,2,1,0.04,0.01,0.4771,0.301
transubstantiation,3,3,3,3,0.06,0.04,0.6021,0.6021
transverse,15,10,12,8,0.29,0.12,1.2041,1.0414
transvestite,83,55,79,52,1.63,0.66,1.9243,1.7482
transvestites,23,16,21,14,0.45,0.19,1.3802,1.2304
Trant,7,1,0,0,0.14,0.01,0.9031,0.301
trap,1216,806,1107,757,23.84,9.61,3.0853,2.9069
trapdoor,21,17,20,16,0.41,0.2,1.3424,1.2553
trapeze,69,38,63,37,1.35,0.45,1.8451,1.5911
trapezes,3,3,3,3,0.06,0.04,0.6021,0.6021
trapezius,4,4,4,4,0.08,0.05,0.699,0.699
trapezoid,3,3,3,3,0.06,0.04,0.6021,0.6021
trapped,1030,771,967,738,20.2,9.19,3.0133,2.8876
Trapper,84,47,14,11,1.65,0.56,1.9294,1.6812
trappers,15,10,14,9,0.29,0.12,1.2041,1.0414
trapping,36,28,34,26,0.71,0.33,1.5682,1.4624
trappings,20,18,20,18,0.39,0.21,1.3222,1.2788
Trappist,9,7,0,0,0.18,0.08,1,0.9031
traps,238,168,234,166,4.67,2,2.3784,2.2279
trash,1146,804,1070,770,22.47,9.59,3.0596,2.9058
trashcan,19,14,15,13,0.37,0.17,1.301,1.1761
trashcans,2,2,2,2,0.04,0.02,0.4771,0.4771
trashed,134,119,131,116,2.63,1.42,2.1303,2.0792
trashes,3,3,3,3,0.06,0.04,0.6021,0.6021
trashing,34,26,31,26,0.67,0.31,1.5441,1.4314
trashy,54,51,46,45,1.06,0.61,1.7404,1.716
Trattoria,15,8,4,4,0.29,0.1,1.2041,0.9542
trauma,869,425,658,387,17.04,5.07,2.9395,2.6294
traumas,37,34,37,34,0.73,0.41,1.5798,1.5441
traumatic,138,119,128,112,2.71,1.42,2.143,2.0792
traumatised,11,11,11,11,0.22,0.13,1.0792,1.0792
traumatism,4,3,4,3,0.08,0.04,0.699,0.6021
traumatize,10,9,10,9,0.2,0.11,1.0414,1
traumatized,59,54,55,53,1.16,0.64,1.7782,1.7404
traumatizing,8,4,8,4,0.16,0.05,0.9542,0.699
Trav,10,8,1,1,0.2,0.1,1.0414,0.9542
travail,4,4,3,3,0.08,0.05,0.699,0.699
travel,1702,1175,1598,1126,33.37,14.01,3.2312,3.0704
traveled,343,288,314,259,6.73,3.43,2.5366,2.4609
traveler,154,120,130,106,3.02,1.43,2.1903,2.0828
travelers,94,62,65,54,1.84,0.74,1.9777,1.7993
traveling,724,566,665,524,14.2,6.75,2.8603,2.7536
travelled,97,87,97,87,1.9,1.04,1.9912,1.9445
traveller,40,34,36,30,0.78,0.41,1.6128,1.5441
travellers,21,17,20,17,0.41,0.2,1.3424,1.2553
travelling,198,157,180,144,3.88,1.87,2.2989,2.1987
travelogue,2,2,2,2,0.04,0.02,0.4771,0.4771
travels,288,256,272,246,5.65,3.05,2.4609,2.4099
Traverse,37,18,16,13,0.73,0.21,1.5798,1.2788
traversed,2,2,2,2,0.04,0.02,0.4771,0.4771
traverses,2,2,2,2,0.04,0.02,0.4771,0.4771
traversing,11,9,6,6,0.22,0.11,1.0792,1
travesty,46,41,45,40,0.9,0.49,1.6721,1.6232
Travis,703,215,2,2,13.78,2.56,2.8476,2.3345
travois,3,3,3,3,0.06,0.04,0.6021,0.6021
trawl,5,5,4,4,0.1,0.06,0.7782,0.7782
trawler,23,11,15,10,0.45,0.13,1.3802,1.0792
trawlers,3,2,3,2,0.06,0.02,0.6021,0.4771
trawling,2,1,2,1,0.04,0.01,0.4771,0.301
tray,410,281,353,268,8.04,3.35,2.6138,2.4502
trays,78,64,78,64,1.53,0.76,1.8976,1.8129
treacheries,2,2,2,2,0.04,0.02,0.4771,0.4771
treacherous,111,101,94,89,2.18,1.2,2.0492,2.0086
treacherously,2,2,2,2,0.04,0.02,0.4771,0.4771
treachery,96,72,85,67,1.88,0.86,1.9868,1.8633
treacle,8,8,7,7,0.16,0.1,0.9542,0.9542
treacly,2,2,2,2,0.04,0.02,0.4771,0.4771
tread,116,93,94,80,2.27,1.11,2.0682,1.9731
treaded,2,2,2,2,0.04,0.02,0.4771,0.4771
Treader,2,1,0,0,0.04,0.01,0.4771,0.301
treading,28,26,25,24,0.55,0.31,1.4624,1.4314
treadmill,42,36,42,36,0.82,0.43,1.6335,1.5682
treadmills,3,3,2,2,0.06,0.04,0.6021,0.6021
treads,33,26,32,26,0.65,0.31,1.5315,1.4314
treason,259,165,239,160,5.08,1.97,2.415,2.2201
treasonable,6,5,6,5,0.12,0.06,0.8451,0.7782
treasonous,9,9,9,9,0.18,0.11,1,1
treasons,10,9,8,8,0.2,0.11,1.0414,1
treasure,972,425,879,392,19.06,5.07,2.9881,2.6294
treasured,30,25,30,25,0.59,0.3,1.4914,1.415
treasurer,57,30,49,27,1.12,0.36,1.7634,1.4914
treasures,131,96,124,91,2.57,1.14,2.1206,1.9868
Treasury,194,93,50,37,3.8,1.11,2.29,1.9731
treat,2646,1835,2490,1767,51.88,21.88,3.4228,3.2639
treatable,29,27,29,27,0.57,0.32,1.4771,1.4472
treated,1219,988,1198,974,23.9,11.78,3.0864,2.9952
treater,2,2,2,2,0.04,0.02,0.4771,0.4771
treaties,42,36,38,34,0.82,0.43,1.6335,1.5682
treating,605,529,584,511,11.86,6.31,2.7825,2.7243
treatise,15,15,14,14,0.29,0.18,1.2041,1.2041
treatment,985,644,955,635,19.31,7.68,2.9939,2.8096
treatments,121,100,120,100,2.37,1.19,2.0864,2.0043
treats,317,276,302,264,6.22,3.29,2.5024,2.4425
treaty,239,122,202,97,4.69,1.45,2.3802,2.0899
treble,9,6,8,5,0.18,0.07,1,0.8451
trebled,6,2,5,2,0.12,0.02,0.8451,0.4771
Trebuchet,10,2,1,1,0.2,0.02,1.0414,0.4771
tree,3315,1622,3093,1551,65,19.34,3.5206,3.2103
Treebeard,9,3,0,0,0.18,0.04,1,0.6021
treed,11,7,11,7,0.22,0.08,1.0792,0.9031
treeing,2,2,2,2,0.04,0.02,0.4771,0.4771
treeless,2,2,2,2,0.04,0.02,0.4771,0.4771
treeline,7,5,7,5,0.14,0.06,0.9031,0.7782
trees,1565,973,1492,945,30.69,11.6,3.1948,2.9886
treetop,13,10,11,9,0.25,0.12,1.1461,1.0414
treetops,14,13,14,13,0.27,0.15,1.1761,1.1461
Trek,229,86,33,28,4.49,1.03,2.3617,1.9395
trekked,2,2,2,2,0.04,0.02,0.4771,0.4771
Trekker,16,1,0,0,0.31,0.01,1.2304,0.301
Trekkers,2,1,0,0,0.04,0.01,0.4771,0.301
trekking,3,3,2,2,0.06,0.04,0.6021,0.6021
treks,4,4,2,2,0.08,0.05,0.699,0.699
trellis,14,11,13,11,0.27,0.13,1.1761,1.0792
tremble,114,80,97,77,2.24,0.95,2.0607,1.9085
trembled,21,20,21,20,0.41,0.24,1.3424,1.3222
trembler,5,4,5,4,0.1,0.05,0.7782,0.699
trembles,14,13,14,13,0.27,0.15,1.1761,1.1461
trembling,136,127,132,123,2.67,1.51,2.1367,2.1072
tremendous,431,342,400,323,8.45,4.08,2.6355,2.5353
tremendously,53,50,52,49,1.04,0.6,1.7324,1.7076
tremens,6,6,6,6,0.12,0.07,0.8451,0.8451
tremolo,2,2,2,2,0.04,0.02,0.4771,0.4771
tremor,41,25,33,23,0.8,0.3,1.6232,1.415
tremors,22,16,21,16,0.43,0.19,1.3617,1.2304
tremulous,5,4,5,4,0.1,0.05,0.7782,0.699
trench,157,102,136,93,3.08,1.22,2.1987,2.0128
trenchant,2,2,1,1,0.04,0.02,0.4771,0.4771
trenched,2,2,2,2,0.04,0.02,0.4771,0.4771
Trencher,5,2,1,1,0.1,0.02,0.7782,0.4771
trenches,108,70,106,68,2.12,0.83,2.0374,1.8513
trend,106,79,84,76,2.08,0.94,2.0294,1.9031
trendiest,2,2,2,2,0.04,0.02,0.4771,0.4771
trendiness,2,2,2,2,0.04,0.02,0.4771,0.4771
trending,2,2,2,2,0.04,0.02,0.4771,0.4771
trends,36,25,25,22,0.71,0.3,1.5682,1.415
trendsetter,4,4,4,4,0.08,0.05,0.699,0.699
trendsetting,2,1,2,1,0.04,0.01,0.4771,0.301
trendy,44,43,40,39,0.86,0.51,1.6532,1.6435
Trenton,82,35,0,0,1.61,0.42,1.9191,1.5563
trepanation,2,2,2,2,0.04,0.02,0.4771,0.4771
trepidation,7,7,7,7,0.14,0.08,0.9031,0.9031
Tres,67,50,32,28,1.31,0.6,1.8325,1.7076
trespass,73,67,68,65,1.43,0.8,1.8692,1.8325
trespassed,16,15,16,15,0.31,0.18,1.2304,1.2041
trespasser,6,6,6,6,0.12,0.07,0.8451,0.8451
trespassers,29,24,24,22,0.57,0.29,1.4771,1.3979
trespasses,44,42,44,42,0.86,0.5,1.6532,1.6335
trespassing,155,134,143,127,3.04,1.6,2.1931,2.1303
tress,6,6,5,5,0.12,0.07,0.8451,0.8451
Tressel,2,1,0,0,0.04,0.01,0.4771,0.301
tresses,3,3,3,3,0.06,0.04,0.6021,0.6021
trestle,8,8,8,8,0.16,0.1,0.9542,0.9542
Trevis,2,1,0,0,0.04,0.01,0.4771,0.301
Trey,344,63,6,6,6.75,0.75,2.5378,1.8062
treys,2,2,2,2,0.04,0.02,0.4771,0.4771
Tri,10,6,2,2,0.2,0.07,1.0414,0.8451
triad,175,62,90,37,3.43,0.74,2.2455,1.7993
Triads,49,27,15,13,0.96,0.32,1.699,1.4472
triage,84,59,59,42,1.65,0.7,1.9294,1.7782
trial,2518,960,2441,942,49.37,11.44,3.4012,2.9827
trialed,2,2,2,2,0.04,0.02,0.4771,0.4771
trials,197,150,178,135,3.86,1.79,2.2967,2.179
triangle,218,125,138,88,4.27,1.49,2.3404,2.1004
triangles,21,21,16,16,0.41,0.25,1.3424,1.3424
triangular,12,10,11,9,0.24,0.12,1.1139,1.0414
triangulate,29,28,26,25,0.57,0.33,1.4771,1.4624
triangulated,11,11,11,11,0.22,0.13,1.0792,1.0792
triangulating,5,5,4,4,0.1,0.06,0.7782,0.7782
triangulation,18,15,15,14,0.35,0.18,1.2788,1.2041
Trianon,9,4,0,0,0.18,0.05,1,0.699
Triassic,3,3,0,0,0.06,0.04,0.6021,0.6021
triathlon,22,9,17,5,0.43,0.11,1.3617,1
Trib,21,19,0,0,0.41,0.23,1.3424,1.301
tribal,95,72,89,69,1.86,0.86,1.9823,1.8633
tribe,325,192,321,191,6.37,2.29,2.5132,2.2856
tribes,99,64,98,64,1.94,0.76,2,1.8129
tribesman,3,3,3,3,0.06,0.04,0.6021,0.6021
tribesmen,12,11,12,11,0.24,0.13,1.1139,1.0792
Triborough,11,9,0,0,0.22,0.11,1.0792,1
tribulation,2,2,2,2,0.04,0.02,0.4771,0.4771
tribulations,19,16,19,16,0.37,0.19,1.301,1.2304
tribunal,55,28,44,26,1.08,0.33,1.7482,1.4624
tribunals,6,4,5,3,0.12,0.05,0.8451,0.699
Tribune,103,46,28,5,2.02,0.55,2.017,1.6721
tributaries,2,1,2,1,0.04,0.01,0.4771,0.301
tributary,16,13,16,13,0.31,0.15,1.2304,1.1461
tribute,267,177,258,174,5.24,2.11,2.4281,2.2504
tributes,7,7,7,7,0.14,0.08,0.9031,0.9031
trice,6,5,3,3,0.12,0.06,0.8451,0.7782
triceps,13,13,13,13,0.25,0.15,1.1461,1.1461
Triceratops,2,2,0,0,0.04,0.02,0.4771,0.4771
trichinosis,3,3,3,3,0.06,0.04,0.6021,0.6021
trichlorethylene,7,1,7,1,0.14,0.01,0.9031,0.301
trichloride,3,2,3,2,0.06,0.02,0.6021,0.4771
trichosis,2,2,2,2,0.04,0.02,0.4771,0.4771
trick,2411,1526,2215,1455,47.27,18.19,3.3824,3.1838
tricked,251,215,246,214,4.92,2.56,2.4014,2.3345
tricker,5,2,3,1,0.1,0.02,0.7782,0.4771
trickers,2,1,2,1,0.04,0.01,0.4771,0.301
trickery,38,31,36,30,0.75,0.37,1.5911,1.5051
trickier,12,12,12,12,0.24,0.14,1.1139,1.1139
trickiest,7,7,7,7,0.14,0.08,0.9031,0.9031
tricking,44,37,40,34,0.86,0.44,1.6532,1.5798
trickle,16,15,13,13,0.31,0.18,1.2304,1.2041
trickled,6,5,6,5,0.12,0.06,0.8451,0.7782
trickles,2,2,2,2,0.04,0.02,0.4771,0.4771
trickling,15,13,15,13,0.29,0.15,1.2041,1.1461
tricks,969,730,945,718,19,8.7,2.9868,2.8639
trickster,22,18,20,16,0.43,0.21,1.3617,1.2788
tricksters,3,3,2,2,0.06,0.04,0.6021,0.6021
tricksy,4,2,2,2,0.08,0.02,0.699,0.4771
tricky,406,316,360,288,7.96,3.77,2.6096,2.5011
Tricon,5,1,0,0,0.1,0.01,0.7782,0.301
tricuspid,2,2,2,2,0.04,0.02,0.4771,0.4771
tricycle,27,17,26,17,0.53,0.2,1.4472,1.2553
tricyclic,3,3,3,3,0.06,0.04,0.6021,0.6021
trident,24,10,20,6,0.47,0.12,1.3979,1.0414
tried,9529,4867,9353,4819,186.84,58.02,3.9791,3.6874
trier,6,6,6,6,0.12,0.07,0.8451,0.8451
tries,807,710,802,707,15.82,8.46,2.9074,2.8519
trifecta,27,17,26,16,0.53,0.2,1.4472,1.2553
trifle,107,89,105,88,2.1,1.06,2.0334,1.9542
trifled,13,13,13,13,0.25,0.15,1.1461,1.1461
trifles,24,21,21,20,0.47,0.25,1.3979,1.3424
trifling,35,30,32,30,0.69,0.36,1.5563,1.4914
trig,39,24,29,19,0.76,0.29,1.6021,1.3979
trigger,861,634,842,625,16.88,7.56,2.9355,2.8028
triggered,126,117,124,116,2.47,1.39,2.1038,2.0719
triggering,31,27,31,27,0.61,0.32,1.5051,1.4472
triggerman,12,11,11,10,0.24,0.13,1.1139,1.0792
triggers,73,68,71,66,1.43,0.81,1.8692,1.8388
triglyceride,9,1,8,1,0.18,0.01,1,0.301
trigonometry,15,13,13,11,0.29,0.15,1.2041,1.1461
Trigram,2,2,0,0,0.04,0.02,0.4771,0.4771
trike,3,3,2,2,0.06,0.04,0.6021,0.6021
Trilby,4,3,0,0,0.08,0.04,0.699,0.6021
Trill,6,3,2,1,0.12,0.04,0.8451,0.6021
Trilling,15,8,1,1,0.29,0.1,1.2041,0.9542
trillion,52,42,51,41,1.02,0.5,1.7243,1.6335
trillions,26,12,23,10,0.51,0.14,1.4314,1.1139
trills,5,5,4,4,0.1,0.06,0.7782,0.7782
trilobal,4,4,3,3,0.08,0.05,0.699,0.699
trilogy,32,21,29,18,0.63,0.25,1.5185,1.3424
trim,218,183,192,166,4.27,2.18,2.3404,2.2648
trimester,43,36,43,36,0.84,0.43,1.6435,1.5682
trimesters,4,4,4,4,0.08,0.05,0.699,0.699
trimmed,47,45,43,42,0.92,0.54,1.6812,1.6628
trimmer,15,14,14,14,0.29,0.17,1.2041,1.1761
trimming,33,32,31,30,0.65,0.38,1.5315,1.5185
trimmings,29,26,29,26,0.57,0.31,1.4771,1.4314
trims,4,4,3,3,0.08,0.05,0.699,0.699
Trin,8,5,2,1,0.16,0.06,0.9542,0.7782
Trina,65,13,0,0,1.27,0.15,1.8195,1.1461
trinary,2,2,2,2,0.04,0.02,0.4771,0.4771
Trine,4,3,1,1,0.08,0.04,0.699,0.6021
Tringle,11,3,0,0,0.22,0.04,1.0792,0.6021
Trinidad,26,15,0,0,0.51,0.18,1.4314,1.2041
Trinity,149,67,11,10,2.92,0.8,2.1761,1.8325
trinket,36,27,35,26,0.71,0.32,1.5682,1.4472
trinkets,43,37,38,35,0.84,0.44,1.6435,1.5798
trio,66,54,53,45,1.29,0.64,1.8261,1.7404
trios,2,2,2,2,0.04,0.02,0.4771,0.4771
trip,4202,2366,4055,2343,82.39,28.21,3.6236,3.3742
tripe,41,28,37,27,0.8,0.33,1.6232,1.4624
triphenylmethane,2,2,2,2,0.04,0.02,0.4771,0.4771
triple,479,328,364,267,9.39,3.91,2.6812,2.5172
tripled,37,32,33,30,0.73,0.38,1.5798,1.5185
triples,22,20,18,18,0.43,0.24,1.3617,1.3222
triplet,2,2,2,2,0.04,0.02,0.4771,0.4771
triplets,61,41,55,38,1.2,0.49,1.7924,1.6232
Triplex,3,3,1,1,0.06,0.04,0.6021,0.6021
triplicate,38,31,38,31,0.75,0.37,1.5911,1.5051
tripling,3,3,3,3,0.06,0.04,0.6021,0.6021
tripod,46,31,40,27,0.9,0.37,1.6721,1.5051
Tripods,3,2,1,1,0.06,0.02,0.6021,0.4771
Tripoli,19,14,0,0,0.37,0.17,1.301,1.1761
Tripolis,3,1,0,0,0.06,0.01,0.6021,0.301
tripped,221,184,216,180,4.33,2.19,2.3464,2.2672
Tripper,7,4,2,2,0.14,0.05,0.9031,0.699
tripping,194,149,182,141,3.8,1.78,2.29,2.1761
trippingly,5,5,5,5,0.1,0.06,0.7782,0.7782
trips,367,304,362,303,7.2,3.62,2.5658,2.4843
triptych,2,2,2,2,0.04,0.02,0.4771,0.4771
tripwire,4,4,3,3,0.08,0.05,0.699,0.699
tripwires,5,3,5,3,0.1,0.04,0.7782,0.6021
Triquet,4,1,0,0,0.08,0.01,0.699,0.301
triquetra,6,3,6,3,0.12,0.04,0.8451,0.6021
Trisha,22,12,0,0,0.43,0.14,1.3617,1.1139
trisome,2,2,2,2,0.04,0.02,0.4771,0.4771
trisomy,2,2,2,2,0.04,0.02,0.4771,0.4771
Tristan,156,27,0,0,3.06,0.32,2.1959,1.4472
tristate,7,6,5,5,0.14,0.07,0.9031,0.8451
triste,2,2,2,2,0.04,0.02,0.4771,0.4771
Tristram,2,2,0,0,0.04,0.02,0.4771,0.4771
trite,40,35,37,32,0.78,0.42,1.6128,1.5563
tritium,3,3,3,3,0.06,0.04,0.6021,0.6021
Triton,43,9,3,1,0.84,0.11,1.6435,1
triumph,237,194,226,184,4.65,2.31,2.3766,2.29
triumphal,4,4,4,4,0.08,0.05,0.699,0.699
triumphant,70,57,65,54,1.37,0.68,1.8513,1.7634
triumphantly,6,6,6,6,0.12,0.07,0.8451,0.8451
triumphed,15,15,15,15,0.29,0.18,1.2041,1.2041
triumphing,3,3,3,3,0.06,0.04,0.6021,0.6021
triumphs,38,35,33,32,0.75,0.42,1.5911,1.5563
Triumvirate,31,13,5,4,0.61,0.15,1.5051,1.1461
trivet,4,4,4,4,0.08,0.05,0.699,0.699
trivia,45,37,38,35,0.88,0.44,1.6628,1.5798
trivial,93,84,81,76,1.82,1,1.9731,1.9294
trivialities,7,7,6,6,0.14,0.08,0.9031,0.9031
triviality,5,5,5,5,0.1,0.06,0.7782,0.7782
trivialize,16,16,16,16,0.31,0.19,1.2304,1.2304
trivialized,7,7,7,7,0.14,0.08,0.9031,0.9031
trivializes,2,2,2,2,0.04,0.02,0.4771,0.4771
trivializing,4,4,4,4,0.08,0.05,0.699,0.699
trocar,2,1,2,1,0.04,0.01,0.4771,0.301
trod,23,20,22,19,0.45,0.24,1.3802,1.3222
trodden,4,4,4,4,0.08,0.05,0.699,0.699
trog,4,3,4,3,0.08,0.04,0.699,0.6021
troglodytes,3,3,3,3,0.06,0.04,0.6021,0.6021
Troilus,3,3,0,0,0.06,0.04,0.6021,0.6021
trois,40,35,38,33,0.78,0.42,1.6128,1.5563
Trojan,83,57,0,0,1.63,0.68,1.9243,1.7634
Trojans,23,11,0,0,0.45,0.13,1.3802,1.0792
troll,138,54,107,48,2.71,0.64,2.143,1.7404
trolled,3,3,3,3,0.06,0.04,0.6021,0.6021
